0.000000	100.000000	0.000000	1.440000	-2.590977	-1.150977
43.000000	inf	-nan	1.440000	-2.590977	-nan
44.000000	inf	-nan	1.440000	-2.590977	-nan
45.000000	inf	-nan	1.440000	-2.590977	-nan
46.000000	inf	-nan	1.440000	-2.590977	-nan
47.000000	inf	-nan	1.440000	-2.590977	-nan
48.000000	inf	-nan	1.440000	-2.590977	-nan
49.000000	inf	-nan	1.440000	-2.590977	-nan
50.000000	inf	-nan	1.440000	-2.590977	-nan
51.000000	inf	-nan	1.440000	-2.590977	-nan
52.000000	inf	-nan	1.440000	-2.590977	-nan
53.000000	inf	-nan	1.440000	-2.590977	-nan
54.000000	inf	-nan	1.440000	-2.590977	-nan
55.000000	inf	-nan	1.440000	-2.590977	-nan
56.000000	inf	-nan	1.440000	-2.590977	-nan
57.000000	inf	-nan	1.440000	-2.590977	-nan
58.000000	inf	-nan	1.440000	-2.590977	-nan
59.000000	inf	-nan	1.440000	-2.590977	-nan
60.000000	inf	-nan	1.440000	-2.590977	-nan
61.000000	inf	-nan	1.440000	-2.590977	-nan
62.000000	inf	-nan	1.440000	-2.590977	-nan
63.000000	inf	-nan	1.440000	-2.590977	-nan
64.000000	inf	-nan	1.440000	-2.590977	-nan
65.000000	inf	-nan	1.440000	-2.590977	-nan
66.000000	inf	-nan	1.440000	-2.590977	-nan
67.000000	inf	-nan	1.440000	-2.590977	-nan
68.000000	inf	-nan	1.440000	-2.590977	-nan
69.000000	inf	-nan	1.440000	-2.590977	-nan
70.000000	inf	-nan	1.440000	-2.590977	-nan
71.000000	inf	-nan	1.440000	-2.590977	-nan
72.000000	inf	-nan	1.440000	-2.590977	-nan
73.000000	inf	-nan	1.440000	-2.590977	-nan
74.000000	inf	-nan	1.440000	-2.590977	-nan
75.000000	inf	-nan	1.440000	-2.590977	-nan
76.000000	inf	-nan	1.440000	-2.590977	-nan
77.000000	inf	-nan	1.440000	-2.590977	-nan
78.000000	inf	-nan	1.440000	-2.590977	-nan
79.000000	inf	-nan	1.440000	-2.590977	-nan
80.000000	inf	-nan	1.440000	-2.590977	-nan
81.000000	inf	-nan	1.440000	-2.590977	-nan
82.000000	inf	-nan	1.440000	-2.590977	-nan
83.000000	inf	-nan	1.440000	-2.590977	-nan
84.000000	inf	-nan	1.440000	-2.590977	-nan
85.000000	inf	-nan	1.440000	-2.590977	-nan
86.000000	inf	-nan	1.440000	-2.590977	-nan
87.000000	inf	-nan	1.440000	-2.590977	-nan
88.000000	inf	-nan	1.440000	-2.590977	-nan
89.000000	inf	-nan	1.440000	-2.590977	-nan
90.000000	inf	-nan	1.440000	-2.590977	-nan
91.000000	inf	-nan	1.440000	-2.590977	-nan
92.000000	inf	-nan	1.440000	-2.590977	-nan
93.000000	inf	-nan	1.440000	-2.590977	-nan
94.000000	inf	-nan	1.440000	-2.590977	-nan
95.000000	inf	-nan	1.440000	-2.590977	-nan
96.000000	inf	-nan	1.440000	-2.590977	-nan
97.000000	inf	-nan	1.440000	-2.590977	-nan
98.000000	inf	-nan	1.440000	-2.590977	-nan
99.000000	inf	-nan	1.440000	-2.590977	-nan
100.000000	inf	-nan	1.440000	-2.590977	-nan
101.000000	inf	-nan	1.440000	-2.590977	-nan
102.000000	inf	-nan	1.440000	-2.590977	-nan
103.000000	inf	-nan	1.440000	-2.590977	-nan
104.000000	inf	-nan	1.440000	-2.590977	-nan
105.000000	inf	-nan	1.440000	-2.590977	-nan
106.000000	inf	-nan	1.440000	-2.590977	-nan
107.000000	inf	-nan	1.440000	-2.590977	-nan
108.000000	inf	-nan	1.440000	-2.590977	-nan
109.000000	inf	-nan	1.440000	-2.590977	-nan
110.000000	inf	-nan	1.440000	-2.590977	-nan
111.000000	inf	-nan	1.440000	-2.590977	-nan
112.000000	inf	-nan	1.440000	-2.590977	-nan
113.000000	inf	-nan	1.440000	-2.590977	-nan
114.000000	inf	-nan	1.440000	-2.590977	-nan
115.000000	inf	-nan	1.440000	-2.590977	-nan
116.000000	inf	-nan	1.440000	-2.590977	-nan
117.000000	inf	-nan	1.440000	-2.590977	-nan
118.000000	inf	-nan	1.440000	-2.590977	-nan
119.000000	inf	-nan	1.440000	-2.590977	-nan
120.000000	inf	-nan	1.440000	-2.590977	-nan
121.000000	inf	-nan	1.440000	-2.590977	-nan
122.000000	inf	-nan	1.440000	-2.590977	-nan
123.000000	inf	-nan	1.440000	-2.590977	-nan
124.000000	inf	-nan	1.440000	-2.590977	-nan
125.000000	inf	-nan	1.440000	-2.590977	-nan
126.000000	inf	-nan	1.440000	-2.590977	-nan
127.000000	inf	-nan	1.440000	-2.590977	-nan
128.000000	inf	-nan	1.440000	-2.590977	-nan
129.000000	inf	-nan	1.440000	-2.590977	-nan
130.000000	inf	-nan	1.440000	-2.590977	-nan
131.000000	inf	-nan	1.440000	-2.590977	-nan
132.000000	inf	-nan	1.440000	-2.590977	-nan
133.000000	inf	-nan	1.440000	-2.590977	-nan
134.000000	inf	-nan	1.440000	-2.590977	-nan
135.000000	inf	-nan	1.440000	-2.590977	-nan
136.000000	inf	-nan	1.440000	-2.590977	-nan
137.000000	inf	-nan	1.440000	-2.590977	-nan
138.000000	inf	-nan	1.440000	-2.590977	-nan
139.000000	inf	-nan	1.440000	-2.590977	-nan
140.000000	inf	-nan	1.440000	-2.590977	-nan
141.000000	inf	-nan	1.440000	-2.590977	-nan
142.000000	inf	-nan	1.440000	-2.590977	-nan
143.000000	inf	-nan	1.440000	-2.590977	-nan
144.000000	inf	-nan	1.440000	-2.590977	-nan
145.000000	inf	-nan	1.440000	-2.590977	-nan
146.000000	inf	-nan	1.440000	-2.590977	-nan
147.000000	inf	-nan	1.440000	-2.590977	-nan
148.000000	inf	-nan	1.440000	-2.590977	-nan
149.000000	inf	-nan	1.440000	-2.590977	-nan
150.000000	inf	-nan	1.440000	-2.590977	-nan
151.000000	inf	-nan	1.440000	-2.590977	-nan
152.000000	inf	-nan	1.440000	-2.590977	-nan
153.000000	inf	-nan	1.440000	-2.590977	-nan
154.000000	inf	-nan	1.440000	-2.590977	-nan
155.000000	inf	-nan	1.440000	-2.590977	-nan
156.000000	inf	-nan	1.440000	-2.590977	-nan
157.000000	inf	-nan	1.440000	-2.590977	-nan
158.000000	inf	-nan	1.440000	-2.590977	-nan
159.000000	inf	-nan	1.440000	-2.590977	-nan
160.000000	inf	-nan	1.440000	-2.590977	-nan
161.000000	inf	-nan	1.440000	-2.590977	-nan
162.000000	inf	-nan	1.440000	-2.590977	-nan
163.000000	inf	-nan	1.440000	-2.590977	-nan
164.000000	inf	-nan	1.440000	-2.590977	-nan
165.000000	inf	-nan	1.440000	-2.590977	-nan
166.000000	inf	-nan	1.440000	-2.590977	-nan
167.000000	inf	-nan	1.440000	-2.590977	-nan
168.000000	inf	-nan	1.440000	-2.590977	-nan
169.000000	inf	-nan	1.440000	-2.590977	-nan
170.000000	inf	-nan	1.440000	-2.590977	-nan
171.000000	inf	-nan	1.440000	-2.590977	-nan
172.000000	inf	-nan	1.440000	-2.590977	-nan
173.000000	inf	-nan	1.440000	-2.590977	-nan
174.000000	inf	-nan	1.440000	-2.590977	-nan
175.000000	inf	-nan	1.440000	-2.590977	-nan
176.000000	inf	-nan	1.440000	-2.590977	-nan
177.000000	inf	-nan	1.440000	-2.590977	-nan
178.000000	inf	-nan	1.440000	-2.590977	-nan
179.000000	inf	-nan	1.440000	-2.590977	-nan
180.000000	inf	-nan	1.440000	-2.590977	-nan
181.000000	inf	-nan	1.440000	-2.590977	-nan
182.000000	inf	-nan	1.440000	-2.590977	-nan
183.000000	inf	-nan	1.440000	-2.590977	-nan
184.000000	inf	-nan	1.440000	-2.590977	-nan
185.000000	inf	-nan	1.440000	-2.590977	-nan
186.000000	inf	-nan	1.440000	-2.590977	-nan
187.000000	inf	-nan	1.440000	-2.590977	-nan
188.000000	inf	-nan	1.440000	-2.590977	-nan
189.000000	inf	-nan	1.440000	-2.590977	-nan
190.000000	inf	-nan	1.440000	-2.590977	-nan
191.000000	inf	-nan	1.440000	-2.590977	-nan
192.000000	inf	-nan	1.440000	-2.590977	-nan
193.000000	inf	-nan	1.440000	-2.590977	-nan
194.000000	inf	-nan	1.440000	-2.590977	-nan
195.000000	inf	-nan	1.440000	-2.590977	-nan
196.000000	inf	-nan	1.440000	-2.590977	-nan
197.000000	inf	-nan	1.440000	-2.590977	-nan
198.000000	inf	-nan	1.440000	-2.590977	-nan
199.000000	inf	-nan	1.440000	-2.590977	-nan
200.000000	inf	-nan	1.440000	-2.590977	-nan
201.000000	inf	-nan	1.440000	-2.590977	-nan
202.000000	inf	-nan	1.440000	-2.590977	-nan
203.000000	inf	-nan	1.440000	-2.590977	-nan
204.000000	inf	-nan	1.440000	-2.590977	-nan
205.000000	inf	-nan	1.440000	-2.590977	-nan
206.000000	inf	-nan	1.440000	-2.590977	-nan
207.000000	inf	-nan	1.440000	-2.590977	-nan
208.000000	inf	-nan	1.440000	-2.590977	-nan
209.000000	inf	-nan	1.440000	-2.590977	-nan
210.000000	inf	-nan	1.440000	-2.590977	-nan
211.000000	inf	-nan	1.440000	-2.590977	-nan
212.000000	inf	-nan	1.440000	-2.590977	-nan
213.000000	inf	-nan	1.440000	-2.590977	-nan
214.000000	inf	-nan	1.440000	-2.590977	-nan
215.000000	inf	-nan	1.440000	-2.590977	-nan
216.000000	inf	-nan	1.440000	-2.590977	-nan
217.000000	inf	-nan	1.440000	-2.590977	-nan
218.000000	inf	-nan	1.440000	-2.590977	-nan
219.000000	inf	-nan	1.440000	-2.590977	-nan
220.000000	inf	-nan	1.440000	-2.590977	-nan
221.000000	inf	-nan	1.440000	-2.590977	-nan
222.000000	inf	-nan	1.440000	-2.590977	-nan
223.000000	inf	-nan	1.440000	-2.590977	-nan
224.000000	inf	-nan	1.440000	-2.590977	-nan
225.000000	inf	-nan	1.440000	-2.590977	-nan
226.000000	inf	-nan	1.440000	-2.590977	-nan
227.000000	inf	-nan	1.440000	-2.590977	-nan
228.000000	inf	-nan	1.440000	-2.590977	-nan
229.000000	inf	-nan	1.440000	-2.590977	-nan
230.000000	inf	-nan	1.440000	-2.590977	-nan
231.000000	inf	-nan	1.440000	-2.590977	-nan
232.000000	inf	-nan	1.440000	-2.590977	-nan
233.000000	inf	-nan	1.440000	-2.590977	-nan
234.000000	inf	-nan	1.440000	-2.590977	-nan
235.000000	inf	-nan	1.440000	-2.590977	-nan
236.000000	inf	-nan	1.440000	-2.590977	-nan
237.000000	inf	-nan	1.440000	-2.590977	-nan
238.000000	inf	-nan	1.440000	-2.590977	-nan
239.000000	inf	-nan	1.440000	-2.590977	-nan
240.000000	inf	-nan	1.440000	-2.590977	-nan
241.000000	inf	-nan	1.440000	-2.590977	-nan
242.000000	inf	-nan	1.440000	-2.590977	-nan
243.000000	inf	-nan	1.440000	-2.590977	-nan
244.000000	inf	-nan	1.440000	-2.590977	-nan
245.000000	inf	-nan	1.440000	-2.590977	-nan
246.000000	inf	-nan	1.440000	-2.590977	-nan
247.000000	inf	-nan	1.440000	-2.590977	-nan
248.000000	inf	-nan	1.440000	-2.590977	-nan
249.000000	inf	-nan	1.440000	-2.590977	-nan
250.000000	inf	-nan	1.440000	-2.590977	-nan
251.000000	inf	-nan	1.440000	-2.590977	-nan
252.000000	inf	-nan	1.440000	-2.590977	-nan
253.000000	inf	-nan	1.440000	-2.590977	-nan
254.000000	inf	-nan	1.440000	-2.590977	-nan
255.000000	inf	-nan	1.440000	-2.590977	-nan
256.000000	inf	-nan	1.440000	-2.590977	-nan
257.000000	inf	-nan	1.440000	-2.590977	-nan
258.000000	inf	-nan	1.440000	-2.590977	-nan
259.000000	inf	-nan	1.440000	-2.590977	-nan
260.000000	inf	-nan	1.440000	-2.590977	-nan
261.000000	inf	-nan	1.440000	-2.590977	-nan
262.000000	inf	-nan	1.440000	-2.590977	-nan
263.000000	inf	-nan	1.440000	-2.590977	-nan
264.000000	inf	-nan	1.440000	-2.590977	-nan
265.000000	inf	-nan	1.440000	-2.590977	-nan
266.000000	inf	-nan	1.440000	-2.590977	-nan
267.000000	inf	-nan	1.440000	-2.590977	-nan
268.000000	inf	-nan	1.440000	-2.590977	-nan
269.000000	inf	-nan	1.440000	-2.590977	-nan
270.000000	inf	-nan	1.440000	-2.590977	-nan
271.000000	inf	-nan	1.440000	-2.590977	-nan
272.000000	inf	-nan	1.440000	-2.590977	-nan
273.000000	inf	-nan	1.440000	-2.590977	-nan
274.000000	inf	-nan	1.440000	-2.590977	-nan
275.000000	inf	-nan	1.440000	-2.590977	-nan
276.000000	inf	-nan	1.440000	-2.590977	-nan
277.000000	inf	-nan	1.440000	-2.590977	-nan
278.000000	inf	-nan	1.440000	-2.590977	-nan
279.000000	inf	-nan	1.440000	-2.590977	-nan
280.000000	inf	-nan	1.440000	-2.590977	-nan
281.000000	inf	-nan	1.440000	-2.590977	-nan
282.000000	inf	-nan	1.440000	-2.590977	-nan
283.000000	inf	-nan	1.440000	-2.590977	-nan
284.000000	inf	-nan	1.440000	-2.590977	-nan
285.000000	inf	-nan	1.440000	-2.590977	-nan
286.000000	inf	-nan	1.440000	-2.590977	-nan
287.000000	inf	-nan	1.440000	-2.590977	-nan
288.000000	inf	-nan	1.440000	-2.590977	-nan
289.000000	inf	-nan	1.440000	-2.590977	-nan
290.000000	inf	-nan	1.440000	-2.590977	-nan
291.000000	inf	-nan	1.440000	-2.590977	-nan
292.000000	inf	-nan	1.440000	-2.590977	-nan
293.000000	inf	-nan	1.440000	-2.590977	-nan
294.000000	inf	-nan	1.440000	-2.590977	-nan
295.000000	inf	-nan	1.440000	-2.590977	-nan
296.000000	inf	-nan	1.440000	-2.590977	-nan
297.000000	inf	-nan	1.440000	-2.590977	-nan
298.000000	inf	-nan	1.440000	-2.590977	-nan
299.000000	inf	-nan	1.440000	-2.590977	-nan
300.000000	inf	-nan	1.440000	-2.590977	-nan
301.000000	inf	-nan	1.440000	-2.590977	-nan
302.000000	inf	-nan	1.440000	-2.590977	-nan
303.000000	inf	-nan	1.440000	-2.590977	-nan
304.000000	inf	-nan	1.440000	-2.590977	-nan
305.000000	inf	-nan	1.440000	-2.590977	-nan
306.000000	inf	-nan	1.440000	-2.590977	-nan
307.000000	inf	-nan	1.440000	-2.590977	-nan
308.000000	inf	-nan	1.440000	-2.590977	-nan
309.000000	inf	-nan	1.440000	-2.590977	-nan
310.000000	inf	-nan	1.440000	-2.590977	-nan
311.000000	inf	-nan	1.440000	-2.590977	-nan
312.000000	inf	-nan	1.440000	-2.590977	-nan
313.000000	inf	-nan	1.440000	-2.590977	-nan
314.000000	inf	-nan	1.440000	-2.590977	-nan
315.000000	inf	-nan	1.440000	-2.590977	-nan
316.000000	inf	-nan	1.440000	-2.590977	-nan
317.000000	inf	-nan	1.440000	-2.590977	-nan
318.000000	inf	-nan	1.440000	-2.590977	-nan
319.000000	inf	-nan	1.440000	-2.590977	-nan
320.000000	inf	-nan	1.440000	-2.590977	-nan
321.000000	inf	-nan	1.440000	-2.590977	-nan
322.000000	inf	-nan	1.440000	-2.590977	-nan
323.000000	inf	-nan	1.440000	-2.590977	-nan
324.000000	inf	-nan	1.440000	-2.590977	-nan
325.000000	inf	-nan	1.440000	-2.590977	-nan
326.000000	inf	-nan	1.440000	-2.590977	-nan
327.000000	inf	-nan	1.440000	-2.590977	-nan
328.000000	inf	-nan	1.440000	-2.590977	-nan
329.000000	inf	-nan	1.440000	-2.590977	-nan
330.000000	inf	-nan	1.440000	-2.590977	-nan
331.000000	inf	-nan	1.440000	-2.590977	-nan
332.000000	inf	-nan	1.440000	-2.590977	-nan
333.000000	inf	-nan	1.440000	-2.590977	-nan
334.000000	inf	-nan	1.440000	-2.590977	-nan
335.000000	inf	-nan	1.440000	-2.590977	-nan
336.000000	inf	-nan	1.440000	-2.590977	-nan
337.000000	inf	-nan	1.440000	-2.590977	-nan
338.000000	inf	-nan	1.440000	-2.590977	-nan
339.000000	inf	-nan	1.440000	-2.590977	-nan
340.000000	inf	-nan	1.440000	-2.590977	-nan
341.000000	inf	-nan	1.440000	-2.590977	-nan
342.000000	inf	-nan	1.440000	-2.590977	-nan
343.000000	inf	-nan	1.440000	-2.590977	-nan
344.000000	inf	-nan	1.440000	-2.590977	-nan
345.000000	inf	-nan	1.440000	-2.590977	-nan
346.000000	inf	-nan	1.440000	-2.590977	-nan
347.000000	inf	-nan	1.440000	-2.590977	-nan
348.000000	inf	-nan	1.440000	-2.590977	-nan
349.000000	inf	-nan	1.440000	-2.590977	-nan
350.000000	inf	-nan	1.440000	-2.590977	-nan
351.000000	inf	-nan	1.440000	-2.590977	-nan
352.000000	inf	-nan	1.440000	-2.590977	-nan
353.000000	inf	-nan	1.440000	-2.590977	-nan
354.000000	inf	-nan	1.440000	-2.590977	-nan
355.000000	inf	-nan	1.440000	-2.590977	-nan
356.000000	inf	-nan	1.440000	-2.590977	-nan
357.000000	inf	-nan	1.440000	-2.590977	-nan
358.000000	inf	-nan	1.440000	-2.590977	-nan
359.000000	inf	-nan	1.440000	-2.590977	-nan
360.000000	inf	-nan	1.440000	-2.590977	-nan
361.000000	inf	-nan	1.440000	-2.590977	-nan
362.000000	inf	-nan	1.440000	-2.590977	-nan
363.000000	inf	-nan	1.440000	-2.590977	-nan
364.000000	inf	-nan	1.440000	-2.590977	-nan
365.000000	inf	-nan	1.440000	-2.590977	-nan
366.000000	inf	-nan	1.440000	-2.590977	-nan
367.000000	inf	-nan	1.440000	-2.590977	-nan
368.000000	inf	-nan	1.440000	-2.590977	-nan
369.000000	inf	-nan	1.440000	-2.590977	-nan
370.000000	inf	-nan	1.440000	-2.590977	-nan
371.000000	inf	-nan	1.440000	-2.590977	-nan
372.000000	inf	-nan	1.440000	-2.590977	-nan
373.000000	inf	-nan	1.440000	-2.590977	-nan
374.000000	inf	-nan	1.440000	-2.590977	-nan
375.000000	inf	-nan	1.440000	-2.590977	-nan
376.000000	inf	-nan	1.440000	-2.590977	-nan
377.000000	inf	-nan	1.440000	-2.590977	-nan
378.000000	inf	-nan	1.440000	-2.590977	-nan
379.000000	inf	-nan	1.440000	-2.590977	-nan
380.000000	inf	-nan	1.440000	-2.590977	-nan
381.000000	inf	-nan	1.440000	-2.590977	-nan
382.000000	inf	-nan	1.440000	-2.590977	-nan
383.000000	inf	-nan	1.440000	-2.590977	-nan
384.000000	inf	-nan	1.440000	-2.590977	-nan
385.000000	inf	-nan	1.440000	-2.590977	-nan
386.000000	inf	-nan	1.440000	-2.590977	-nan
387.000000	inf	-nan	1.440000	-2.590977	-nan
388.000000	inf	-nan	1.440000	-2.590977	-nan
389.000000	inf	-nan	1.440000	-2.590977	-nan
390.000000	inf	-nan	1.440000	-2.590977	-nan
391.000000	inf	-nan	1.440000	-2.590977	-nan
392.000000	inf	-nan	1.440000	-2.590977	-nan
393.000000	inf	-nan	1.440000	-2.590977	-nan
394.000000	inf	-nan	1.440000	-2.590977	-nan
395.000000	inf	-nan	1.440000	-2.590977	-nan
396.000000	inf	-nan	1.440000	-2.590977	-nan
397.000000	inf	-nan	1.440000	-2.590977	-nan
398.000000	inf	-nan	1.440000	-2.590977	-nan
399.000000	inf	-nan	1.440000	-2.590977	-nan
400.000000	inf	-nan	1.440000	-2.590977	-nan
401.000000	inf	-nan	1.440000	-2.590977	-nan
402.000000	inf	-nan	1.440000	-2.590977	-nan
403.000000	inf	-nan	1.440000	-2.590977	-nan
404.000000	inf	-nan	1.440000	-2.590977	-nan
405.000000	inf	-nan	1.440000	-2.590977	-nan
406.000000	inf	-nan	1.440000	-2.590977	-nan
407.000000	inf	-nan	1.440000	-2.590977	-nan
408.000000	inf	-nan	1.440000	-2.590977	-nan
409.000000	inf	-nan	1.440000	-2.590977	-nan
410.000000	inf	-nan	1.440000	-2.590977	-nan
411.000000	inf	-nan	1.440000	-2.590977	-nan
412.000000	inf	-nan	1.440000	-2.590977	-nan
413.000000	inf	-nan	1.440000	-2.590977	-nan
414.000000	inf	-nan	1.440000	-2.590977	-nan
415.000000	inf	-nan	1.440000	-2.590977	-nan
416.000000	inf	-nan	1.440000	-2.590977	-nan
417.000000	inf	-nan	1.440000	-2.590977	-nan
418.000000	inf	-nan	1.440000	-2.590977	-nan
419.000000	inf	-nan	1.440000	-2.590977	-nan
420.000000	inf	-nan	1.440000	-2.590977	-nan
421.000000	inf	-nan	1.440000	-2.590977	-nan
422.000000	inf	-nan	1.440000	-2.590977	-nan
423.000000	inf	-nan	1.440000	-2.590977	-nan
424.000000	inf	-nan	1.440000	-2.590977	-nan
425.000000	inf	-nan	1.440000	-2.590977	-nan
426.000000	inf	-nan	1.440000	-2.590977	-nan
427.000000	inf	-nan	1.440000	-2.590977	-nan
428.000000	inf	-nan	1.440000	-2.590977	-nan
429.000000	inf	-nan	1.440000	-2.590977	-nan
430.000000	inf	-nan	1.440000	-2.590977	-nan
431.000000	inf	-nan	1.440000	-2.590977	-nan
432.000000	inf	-nan	1.440000	-2.590977	-nan
433.000000	inf	-nan	1.440000	-2.590977	-nan
434.000000	inf	-nan	1.440000	-2.590977	-nan
435.000000	inf	-nan	1.440000	-2.590977	-nan
436.000000	inf	-nan	1.440000	-2.590977	-nan
437.000000	inf	-nan	1.440000	-2.590977	-nan
438.000000	inf	-nan	1.440000	-2.590977	-nan
439.000000	inf	-nan	1.440000	-2.590977	-nan
440.000000	inf	-nan	1.440000	-2.590977	-nan
441.000000	inf	-nan	1.440000	-2.590977	-nan
442.000000	inf	-nan	1.440000	-2.590977	-nan
443.000000	inf	-nan	1.440000	-2.590977	-nan
444.000000	inf	-nan	1.440000	-2.590977	-nan
445.000000	inf	-nan	1.440000	-2.590977	-nan
446.000000	inf	-nan	1.440000	-2.590977	-nan
447.000000	inf	-nan	1.440000	-2.590977	-nan
448.000000	inf	-nan	1.440000	-2.590977	-nan
449.000000	inf	-nan	1.440000	-2.590977	-nan
450.000000	inf	-nan	1.440000	-2.590977	-nan
451.000000	inf	-nan	1.440000	-2.590977	-nan
452.000000	inf	-nan	1.440000	-2.590977	-nan
453.000000	inf	-nan	1.440000	-2.590977	-nan
454.000000	inf	-nan	1.440000	-2.590977	-nan
455.000000	inf	-nan	1.440000	-2.590977	-nan
456.000000	inf	-nan	1.440000	-2.590977	-nan
457.000000	inf	-nan	1.440000	-2.590977	-nan
458.000000	inf	-nan	1.440000	-2.590977	-nan
459.000000	inf	-nan	1.440000	-2.590977	-nan
460.000000	inf	-nan	1.440000	-2.590977	-nan
461.000000	inf	-nan	1.440000	-2.590977	-nan
462.000000	inf	-nan	1.440000	-2.590977	-nan
463.000000	inf	-nan	1.440000	-2.590977	-nan
464.000000	inf	-nan	1.440000	-2.590977	-nan
465.000000	inf	-nan	1.440000	-2.590977	-nan
466.000000	inf	-nan	1.440000	-2.590977	-nan
467.000000	inf	-nan	1.440000	-2.590977	-nan
468.000000	inf	-nan	1.440000	-2.590977	-nan
469.000000	inf	-nan	1.440000	-2.590977	-nan
470.000000	inf	-nan	1.440000	-2.590977	-nan
471.000000	inf	-nan	1.440000	-2.590977	-nan
472.000000	inf	-nan	1.440000	-2.590977	-nan
473.000000	inf	-nan	1.440000	-2.590977	-nan
474.000000	inf	-nan	1.440000	-2.590977	-nan
475.000000	inf	-nan	1.440000	-2.590977	-nan
476.000000	inf	-nan	1.440000	-2.590977	-nan
477.000000	inf	-nan	1.440000	-2.590977	-nan
478.000000	inf	-nan	1.440000	-2.590977	-nan
479.000000	inf	-nan	1.440000	-2.590977	-nan
480.000000	inf	-nan	1.440000	-2.590977	-nan
481.000000	inf	-nan	1.440000	-2.590977	-nan
482.000000	inf	-nan	1.440000	-2.590977	-nan
483.000000	inf	-nan	1.440000	-2.590977	-nan
484.000000	inf	-nan	1.440000	-2.590977	-nan
485.000000	inf	-nan	1.440000	-2.590977	-nan
486.000000	inf	-nan	1.440000	-2.590977	-nan
487.000000	inf	-nan	1.440000	-2.590977	-nan
488.000000	inf	-nan	1.440000	-2.590977	-nan
489.000000	inf	-nan	1.440000	-2.590977	-nan
490.000000	inf	-nan	1.440000	-2.590977	-nan
491.000000	inf	-nan	1.440000	-2.590977	-nan
492.000000	inf	-nan	1.440000	-2.590977	-nan
493.000000	inf	-nan	1.440000	-2.590977	-nan
494.000000	inf	-nan	1.440000	-2.590977	-nan
495.000000	inf	-nan	1.440000	-2.590977	-nan
496.000000	inf	-nan	1.440000	-2.590977	-nan
497.000000	inf	-nan	1.440000	-2.590977	-nan
498.000000	inf	-nan	1.440000	-2.590977	-nan
499.000000	inf	-nan	1.440000	-2.590977	-nan
500.000000	inf	-nan	1.440000	-2.590977	-nan
501.000000	inf	-nan	1.440000	-2.590977	-nan
502.000000	inf	-nan	1.440000	-2.590977	-nan
503.000000	inf	-nan	1.440000	-2.590977	-nan
504.000000	inf	-nan	1.440000	-2.590977	-nan
505.000000	inf	-nan	1.440000	-2.590977	-nan
506.000000	inf	-nan	1.440000	-2.590977	-nan
507.000000	inf	-nan	1.440000	-2.590977	-nan
508.000000	inf	-nan	1.440000	-2.590977	-nan
509.000000	inf	-nan	1.440000	-2.590977	-nan
510.000000	inf	-nan	1.440000	-2.590977	-nan
511.000000	inf	-nan	1.440000	-2.590977	-nan
512.000000	inf	-nan	1.440000	-2.590977	-nan
513.000000	inf	-nan	1.440000	-2.590977	-nan
514.000000	inf	-nan	1.440000	-2.590977	-nan
515.000000	inf	-nan	1.440000	-2.590977	-nan
516.000000	inf	-nan	1.440000	-2.590977	-nan
