(0,-0)	 	(0,0)
(0.0850884,-0.245014)	 	(0.0850884,0.245014)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.133804,0.272723)	 	(-0.133804,-0.272723)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.227035,0.233798)	 	(0.227035,-0.233798)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.250889,0.0527661)	 	(-0.250889,-0.0527661)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.132152,0.219693)	 	(-0.132152,-0.219693)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.146378,-0.29117)	 	(-0.146378,0.29117)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.148244,-0.215536)	 	(0.148244,0.215536)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.270876,4.48994e-16)	 	(0.270876,-4.48994e-16)
(6.72146e-17,-2.44733e-17)	 	(6.72146e-17,2.44733e-17)
(2.26189e-17,4.13764e-17)	 	(2.26189e-17,-4.13764e-17)
(8.10242e-17,6.28688e-18)	 	(8.10242e-17,-6.28688e-18)
(0.140607,-0.249486)	 	(0.140607,0.249486)
(-2.39445e-18,6.07728e-17)	 	(-2.39445e-18,-6.07728e-17)
(-2.44121e-16,-1.37457e-17)	 	(-2.44121e-16,1.37457e-17)
(1.54483e-17,5.69762e-17)	 	(1.54483e-17,-5.69762e-17)
(-0.328792,-0.0223419)	 	(-0.328792,0.0223419)
(2.85321e-17,2.60848e-18)	 	(2.85321e-17,-2.60848e-18)
(5.73464e-17,4.17585e-17)	 	(5.73464e-17,-4.17585e-17)
(9.4436e-19,8.83231e-18)	 	(9.4436e-19,-8.83231e-18)
(0.184391,-0.273136)	 	(0.184391,0.273136)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.283231,-0.0423557)	 	(-0.283231,0.0423557)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.166434,0.213715)	 	(-0.166434,-0.213715)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.261138,-0.0154706)	 	(-0.261138,0.0154706)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.137868,0.2296)	 	(-0.137868,-0.2296)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.157486,0.266554)	 	(-0.157486,-0.266554)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.307068,0.0395255)	 	(0.307068,-0.0395255)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.265858,0.0322984)	 	(0.265858,-0.0322984)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.148705,0.21606)	 	(-0.148705,-0.21606)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.27099,3.02966e-17)	 	(0.27099,-3.02966e-17)
(4.21526e-15,-1.39559e-15)	 	(4.21526e-15,1.39559e-15)
(-2.65878e-15,-6.22784e-16)	 	(-2.65878e-15,6.22784e-16)
(6.79666e-16,-4.9877e-17)	 	(6.79666e-16,4.9877e-17)
(-0.140603,0.249623)	 	(-0.140603,-0.249623)
(3.03554e-15,3.39343e-15)	 	(3.03554e-15,-3.39343e-15)
(3.18593e-15,7.44459e-16)	 	(3.18593e-15,-7.44459e-16)
(-6.91692e-16,-1.97937e-15)	 	(-6.91692e-16,1.97937e-15)
(-0.327951,-0.0225197)	 	(-0.327951,0.0225197)
(-1.51202e-15,-1.23838e-16)	 	(-1.51202e-15,1.23838e-16)
(-2.10786e-15,-1.38279e-15)	 	(-2.10786e-15,1.38279e-15)
(-2.99877e-17,-2.80466e-16)	 	(-2.99877e-17,2.80466e-16)
(-0.182883,0.273154)	 	(-0.182883,-0.273154)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.283468,-0.0415589)	 	(-0.283468,0.0415589)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.165836,-0.214323)	 	(0.165836,0.214323)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.26188,-0.014612)	 	(-0.26188,0.014612)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.138229,-0.229973)	 	(0.138229,0.229973)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.156837,-0.266526)	 	(0.156837,0.266526)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.306771,0.0390635)	 	(0.306771,-0.0390635)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.266474,0.0314109)	 	(0.266474,-0.0314109)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-5.37157e-16,3.20841e-16)	 	(-5.37157e-16,-3.20841e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(6.98512e-16,3.32043e-16)	 	(6.98512e-16,-3.32043e-16)
(-0.0372399,-0.0162036)	 	(-0.0372399,0.0162036)
(-0.0401279,-0.0295004)	 	(-0.0401279,0.0295004)
(0.213966,0.132652)	 	(0.213966,-0.132652)
(-6.01112e-16,4.38828e-16)	 	(-6.01112e-16,-4.38828e-16)
(-0.674114,0.173583)	 	(-0.674114,-0.173583)
(0.560866,0.311408)	 	(0.560866,-0.311408)
(-0.0893051,-0.0891907)	 	(-0.0893051,0.0891907)
(-7.94174e-16,-4.75645e-16)	 	(-7.94174e-16,4.75645e-16)
(0.0864507,-0.0556997)	 	(0.0864507,0.0556997)
(0.0564882,-0.0745079)	 	(0.0564882,0.0745079)
(-0.0279792,-0.0187976)	 	(-0.0279792,0.0187976)
(-7.46946e-16,3.51877e-16)	 	(-7.46946e-16,-3.51877e-16)
(5.80924e-19,2.06596e-17)	 	(5.80924e-19,-2.06596e-17)
(4.76412e-17,7.27229e-18)	 	(4.76412e-17,-7.27229e-18)
(-5.24491e-18,-1.52583e-17)	 	(-5.24491e-18,1.52583e-17)
(-5.11983e-16,-4.07327e-16)	 	(-5.11983e-16,4.07327e-16)
(5.85796e-18,-5.80101e-20)	 	(5.85796e-18,5.80101e-20)
(5.66673e-18,-7.30773e-18)	 	(5.66673e-18,7.30773e-18)
(-7.60239e-19,-1.61937e-19)	 	(-7.60239e-19,1.61937e-19)
(5.91248e-16,-2.30633e-16)	 	(5.91248e-16,2.30633e-16)
(1.86798e-52,-1.59074e-52)	 	(1.86798e-52,1.59074e-52)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-6.81561e-16,-3.20405e-16)	 	(-6.81561e-16,3.20405e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(5.9793e-16,-4.63767e-16)	 	(5.9793e-16,4.63767e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(7.91193e-16,-4.01197e-16)	 	(7.91193e-16,4.01197e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(6.4841e-16,4.74102e-16)	 	(6.4841e-16,-4.74102e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(6.10173e-16,3.0053e-16)	 	(6.10173e-16,-3.0053e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(4.84174e-16,-2.43036e-16)	 	(4.84174e-16,2.43036e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-5.3312e-16,-3.68966e-16)	 	(-5.3312e-16,3.68966e-16)
(-0.245725,-0.386192)	 	(-0.245725,0.386192)
(0.0769493,-0.345553)	 	(0.0769493,0.345553)
(-0.00914374,0.600507)	 	(-0.00914374,-0.600507)
(6.74451e-16,-3.03349e-16)	 	(6.74451e-16,3.03349e-16)
(-0.0196743,0.008783)	 	(-0.0196743,-0.008783)
(0.028979,-0.0421865)	 	(0.028979,0.0421865)
(0.188875,-0.00232877)	 	(0.188875,0.00232877)
(5.37682e-16,4.75951e-16)	 	(5.37682e-16,-4.75951e-16)
(-0.0394302,-0.00624321)	 	(-0.0394302,0.00624321)
(-0.4901,-0.0257477)	 	(-0.4901,0.0257477)
(-0.150218,0.0259028)	 	(-0.150218,-0.0259028)
(6.6237e-16,-2.32945e-16)	 	(6.6237e-16,2.32945e-16)
(2.28946e-16,2.75977e-18)	 	(2.28946e-16,-2.75977e-18)
(-3.55062e-17,1.74519e-17)	 	(-3.55062e-17,-1.74519e-17)
(-2.42784e-17,-8.07314e-18)	 	(-2.42784e-17,8.07314e-18)
(4.76608e-16,4.03945e-16)	 	(4.76608e-16,-4.03945e-16)
(4.11204e-17,-6.73497e-17)	 	(4.11204e-17,6.73497e-17)
(-5.59608e-18,-1.0629e-16)	 	(-5.59608e-18,1.0629e-16)
(-1.38374e-17,7.99787e-19)	 	(-1.38374e-17,-7.99787e-19)
(-5.19207e-16,2.49758e-16)	 	(-5.19207e-16,-2.49758e-16)
(9.7351e-51,-7.0557e-52)	 	(9.7351e-51,7.0557e-52)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(5.2202e-16,3.4074e-16)	 	(5.2202e-16,-3.4074e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-5.65582e-16,2.38583e-16)	 	(-5.65582e-16,-2.38583e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-7.05086e-16,2.44076e-16)	 	(-7.05086e-16,-2.44076e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-4.54736e-16,-5.10763e-16)	 	(-4.54736e-16,5.10763e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-4.02484e-16,-3.88359e-16)	 	(-4.02484e-16,3.88359e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(2.15218e-16,3.68146e-16)	 	(2.15218e-16,-3.68146e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(2.632e-16,-4.94501e-16)	 	(2.632e-16,4.94501e-16)
(-0.18055,-0.512246)	 	(-0.18055,0.512246)
(0.172685,-0.210965)	 	(0.172685,0.210965)
(-0.269473,0.171551)	 	(-0.269473,-0.171551)
(3.87522e-16,4.98575e-16)	 	(3.87522e-16,-4.98575e-16)
(0.00861097,0.094396)	 	(0.00861097,-0.094396)
(0.123841,-0.0680106)	 	(0.123841,0.0680106)
(0.139724,-0.0779331)	 	(0.139724,0.0779331)
(-4.04994e-16,5.12166e-16)	 	(-4.04994e-16,-5.12166e-16)
(0.0174186,-0.11657)	 	(0.0174186,0.11657)
(-0.410609,-0.499499)	 	(-0.410609,0.499499)
(-0.177014,-0.103762)	 	(-0.177014,0.103762)
(2.52796e-16,5.37886e-16)	 	(2.52796e-16,-5.37886e-16)
(2.07817e-17,1.97178e-16)	 	(2.07817e-17,-1.97178e-16)
(-4.41706e-17,-1.02755e-17)	 	(-4.41706e-17,1.02755e-17)
(-4.1165e-18,-1.752e-17)	 	(-4.1165e-18,1.752e-17)
(-3.33803e-16,3.3578e-16)	 	(-3.33803e-16,-3.3578e-16)
(2.90644e-17,4.23303e-18)	 	(2.90644e-17,-4.23303e-18)
(3.04332e-17,-1.4334e-17)	 	(3.04332e-17,1.4334e-17)
(-2.74797e-19,-3.7327e-18)	 	(-2.74797e-19,3.7327e-18)
(-1.6986e-16,-3.55425e-16)	 	(-1.6986e-16,3.55425e-16)
(-1.06637e-51,1.59018e-51)	 	(-1.06637e-51,-1.59018e-51)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.3391e-16,4.41438e-16)	 	(-2.3391e-16,-4.41438e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.67974e-16,-4.95825e-16)	 	(-2.67974e-16,4.95825e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-3.48846e-16,-6.19888e-16)	 	(-3.48846e-16,6.19888e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(4.48929e-16,-4.61013e-16)	 	(4.48929e-16,4.61013e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(3.30144e-16,-3.64102e-16)	 	(3.30144e-16,3.64102e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(7.78021e-17,-1.49495e-16)	 	(7.78021e-17,1.49495e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.20873e-16,-1.05856e-16)	 	(-2.20873e-16,1.05856e-16)
(-0.153044,-0.0822377)	 	(-0.153044,0.0822377)
(0.206493,-0.0348149)	 	(0.206493,0.0348149)
(-0.23145,0.125174)	 	(-0.23145,-0.125174)
(2.45225e-16,-1.63513e-16)	 	(2.45225e-16,1.63513e-16)
(-0.0211674,0.0229002)	 	(-0.0211674,-0.0229002)
(0.0725305,0.0663871)	 	(0.0725305,-0.0663871)
(0.597179,-0.19189)	 	(0.597179,0.19189)
(2.1684e-16,1.39828e-16)	 	(2.1684e-16,-1.39828e-16)
(-0.285567,-0.414951)	 	(-0.285567,0.414951)
(-0.409856,-0.112608)	 	(-0.409856,0.112608)
(-0.110765,0.077315)	 	(-0.110765,-0.077315)
(1.93756e-16,-1.3102e-16)	 	(1.93756e-16,1.3102e-16)
(4.38576e-16,4.63433e-16)	 	(4.38576e-16,-4.63433e-16)
(-7.49933e-17,-8.4532e-17)	 	(-7.49933e-17,8.4532e-17)
(-5.67167e-17,7.77999e-17)	 	(-5.67167e-17,-7.77999e-17)
(1.38849e-16,1.06462e-16)	 	(1.38849e-16,-1.06462e-16)
(2.41992e-16,-3.82774e-17)	 	(2.41992e-16,3.82774e-17)
(3.54559e-16,-1.59248e-16)	 	(3.54559e-16,1.59248e-16)
(-9.8282e-17,-9.70549e-17)	 	(-9.8282e-17,9.70549e-17)
(-1.21943e-16,1.03418e-16)	 	(-1.21943e-16,-1.03418e-16)
(5.95089e-49,3.30113e-49)	 	(5.95089e-49,-3.30113e-49)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(1.6952e-16,3.20055e-17)	 	(1.6952e-16,-3.20055e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.18079e-16,1.11958e-16)	 	(-1.18079e-16,-1.11958e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.49467e-16,1.17623e-16)	 	(-2.49467e-16,-1.17623e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.41533e-16,-1.43004e-16)	 	(-1.41533e-16,1.43004e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.62112e-16,-6.18664e-17)	 	(-1.62112e-16,6.18664e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-1.3785e-16,-1.53321e-16)	 	(-1.3785e-16,1.53321e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-8.3335e-17,2.31819e-16)	 	(-8.3335e-17,-2.31819e-16)
(-4.54573e-16,7.41522e-16)	 	(-4.54573e-16,-7.41522e-16)
(1.81829e-16,-2.27286e-16)	 	(1.81829e-16,2.27286e-16)
(-8.6937e-16,-8.29595e-16)	 	(-8.6937e-16,8.29595e-16)
(-1.8984e-16,-2.10023e-16)	 	(-1.8984e-16,2.10023e-16)
(1.70465e-16,7.78456e-16)	 	(1.70465e-16,-7.78456e-16)
(1.3069e-16,-1.81829e-16)	 	(1.3069e-16,1.81829e-16)
(-2.72744e-16,-1.54555e-15)	 	(-2.72744e-16,1.54555e-15)
(1.09931e-16,-2.6941e-16)	 	(1.09931e-16,2.6941e-16)
(-1.47736e-15,-8.18231e-16)	 	(-1.47736e-15,8.18231e-16)
(5.68216e-16,9.09145e-16)	 	(5.68216e-16,-9.09145e-16)
(-0.283732,0.877181)	 	(-0.283732,-0.877181)
(-1.38267e-16,-2.05407e-16)	 	(-1.38267e-16,2.05407e-16)
(0.12781,-0.162106)	 	(0.12781,0.162106)
(0.0801162,-0.0066509)	 	(0.0801162,0.0066509)
(0.0467353,-0.194422)	 	(0.0467353,0.194422)
(7.57885e-17,-1.80477e-16)	 	(7.57885e-17,1.80477e-16)
(-0.058801,0.10299)	 	(-0.058801,-0.10299)
(0.00966378,0.107587)	 	(0.00966378,-0.107587)
(-0.153848,0.107645)	 	(-0.153848,-0.107645)
(7.61117e-17,1.36534e-16)	 	(7.61117e-17,-1.36534e-16)
(2.84818e-18,5.73701e-18)	 	(2.84818e-18,-5.73701e-18)
(-4.44847e-18,-1.39617e-18)	 	(-4.44847e-18,1.39617e-18)
(-5.55477e-21,1.68195e-19)	 	(-5.55477e-21,-1.68195e-19)
(8.93803e-17,-2.43784e-16)	 	(8.93803e-17,2.43784e-16)
(6.65427e-22,5.97858e-22)	 	(6.65427e-22,-5.97858e-22)
(3.83336e-23,-2.14559e-22)	 	(3.83336e-23,2.14559e-22)
(-1.71223e-54,4.16614e-54)	 	(-1.71223e-54,-4.16614e-54)
(1.60535e-16,1.21366e-16)	 	(1.60535e-16,-1.21366e-16)
(1.41324e-103,-7.55273e-105)	 	(1.41324e-103,7.55273e-105)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(1.80023e-16,2.29442e-16)	 	(1.80023e-16,-2.29442e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.40895e-16,2.32438e-16)	 	(-1.40895e-16,-2.32438e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-8.73753e-17,1.92338e-16)	 	(-8.73753e-17,-1.92338e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-4.72522e-17,1.561e-17)	 	(-4.72522e-17,-1.561e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(4.31649e-17,4.08902e-17)	 	(4.31649e-17,-4.08902e-17)
(1.70789e-16,2.10975e-16)	 	(1.70789e-16,-2.10975e-16)
(-1.20557e-16,-3.26509e-17)	 	(-1.20557e-16,3.26509e-17)
(-4.35346e-16,6.1953e-17)	 	(-4.35346e-16,-6.1953e-17)
(-6.48248e-17,2.16061e-17)	 	(-6.48248e-17,-2.16061e-17)
(1.0465e-16,-4.85578e-17)	 	(1.0465e-16,4.85578e-17)
(1.33952e-17,-4.35346e-17)	 	(1.33952e-17,4.35346e-17)
(-3.21486e-16,-6.69762e-18)	 	(-3.21486e-16,6.69762e-18)
(-4.88962e-17,-5.04126e-17)	 	(-4.88962e-17,5.04126e-17)
(-5.3581e-16,4.2195e-16)	 	(-5.3581e-16,-4.2195e-16)
(3.88462e-16,-2.21022e-16)	 	(3.88462e-16,2.21022e-16)
(0.166394,0.14774)	 	(0.166394,-0.14774)
(-5.88058e-17,1.06536e-17)	 	(-5.88058e-17,-1.06536e-17)
(-0.484037,0.513192)	 	(-0.484037,-0.513192)
(-0.0878759,-0.648696)	 	(-0.0878759,0.648696)
(0.124834,-0.0418366)	 	(0.124834,0.0418366)
(-3.25474e-17,-3.42457e-17)	 	(-3.25474e-17,3.42457e-17)
(-0.00237835,-0.0404497)	 	(-0.00237835,0.0404497)
(0.0683247,0.0215223)	 	(0.0683247,-0.0215223)
(-0.0130627,0.0046684)	 	(-0.0130627,-0.0046684)
(3.75573e-17,-3.59021e-18)	 	(3.75573e-17,3.59021e-18)
(2.49568e-18,-8.58278e-18)	 	(2.49568e-18,8.58278e-18)
(-8.33199e-17,-7.39246e-17)	 	(-8.33199e-17,7.39246e-17)
(7.54272e-18,1.10423e-18)	 	(7.54272e-18,-1.10423e-18)
(-4.52237e-17,-4.33862e-17)	 	(-4.52237e-17,4.33862e-17)
(-6.86013e-20,1.03415e-19)	 	(-6.86013e-20,-1.03415e-19)
(-2.45624e-20,-8.1218e-20)	 	(-2.45624e-20,8.1218e-20)
(4.30887e-51,7.81192e-52)	 	(4.30887e-51,-7.81192e-52)
(4.23874e-17,-2.37216e-17)	 	(4.23874e-17,2.37216e-17)
(-1.79694e-100,-1.00273e-100)	 	(-1.79694e-100,1.00273e-100)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(6.81659e-17,-1.75538e-17)	 	(6.81659e-17,1.75538e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(3.77225e-17,5.36736e-17)	 	(3.77225e-17,-5.36736e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(3.40462e-17,3.79565e-17)	 	(3.40462e-17,-3.79565e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(6.73613e-17,2.61989e-17)	 	(6.73613e-17,-2.61989e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.05485e-17,-8.57093e-17)	 	(-1.05485e-17,8.57093e-17)
(2.18493e-17,-3.0589e-16)	 	(2.18493e-17,3.0589e-16)
(-5.30626e-17,3.12133e-17)	 	(-5.30626e-17,-3.12133e-17)
(4.90049e-16,9.98826e-17)	 	(4.90049e-16,-9.98826e-17)
(9.25888e-17,3.57282e-17)	 	(9.25888e-17,-3.57282e-17)
(-1.20171e-16,-1.59188e-16)	 	(-1.20171e-16,1.59188e-16)
(9.36399e-18,3.12133e-17)	 	(9.36399e-18,-3.12133e-17)
(1.07296e-16,3.62074e-16)	 	(1.07296e-16,-3.62074e-16)
(8.16502e-18,1.01675e-16)	 	(8.16502e-18,-1.01675e-16)
(5.74325e-16,3.70658e-17)	 	(5.74325e-16,-3.70658e-17)
(-1.99765e-16,-9.36399e-18)	 	(-1.99765e-16,9.36399e-18)
(-0.0498026,-0.319323)	 	(-0.0498026,0.319323)
(7.5721e-17,4.24322e-17)	 	(7.5721e-17,-4.24322e-17)
(0.00536208,-0.0218768)	 	(0.00536208,0.0218768)
(-0.09803,0.0946438)	 	(-0.09803,-0.0946438)
(-0.128431,-0.146547)	 	(-0.128431,0.146547)
(4.79811e-18,6.84505e-17)	 	(4.79811e-18,-6.84505e-17)
(-0.578689,-0.494573)	 	(-0.578689,0.494573)
(0.0845983,-0.276578)	 	(0.0845983,0.276578)
(-0.118744,-0.401587)	 	(-0.118744,0.401587)
(-4.53893e-17,-3.07001e-17)	 	(-4.53893e-17,3.07001e-17)
(-1.19912e-16,-6.67902e-17)	 	(-1.19912e-16,6.67902e-17)
(1.0646e-16,1.38618e-16)	 	(1.0646e-16,-1.38618e-16)
(-1.84548e-17,5.69797e-17)	 	(-1.84548e-17,-5.69797e-17)
(1.05471e-17,9.04086e-17)	 	(1.05471e-17,-9.04086e-17)
(8.19786e-18,-1.99822e-17)	 	(8.19786e-18,1.99822e-17)
(-4.30065e-17,2.54574e-17)	 	(-4.30065e-17,-2.54574e-17)
(2.4211e-48,-2.35191e-48)	 	(2.4211e-48,2.35191e-48)
(-6.94111e-17,-1.26151e-17)	 	(-6.94111e-17,1.26151e-17)
(-1.85582e-97,2.07697e-98)	 	(-1.85582e-97,-2.07697e-98)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-9.2585e-17,-4.33562e-17)	 	(-9.2585e-17,4.33562e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(7.36603e-18,-9.49972e-17)	 	(7.36603e-18,9.49972e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-3.04634e-18,-7.39929e-17)	 	(-3.04634e-18,7.39929e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-1.21624e-17,-2.09696e-17)	 	(-1.21624e-17,2.09696e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.5184e-17,2.46644e-17)	 	(-1.5184e-17,-2.46644e-17)
(-5.2687e-17,4.31075e-17)	 	(-5.2687e-17,-4.31075e-17)
(-1.57163e-17,-7.42407e-17)	 	(-1.57163e-17,7.42407e-17)
(-7.90305e-17,-4.78972e-17)	 	(-7.90305e-17,4.78972e-17)
(-1.67764e-17,-2.87489e-17)	 	(-1.67764e-17,2.87489e-17)
(1.79615e-17,9.81894e-17)	 	(1.79615e-17,-9.81894e-17)
(-3.83178e-17,-8.14253e-17)	 	(-3.83178e-17,8.14253e-17)
(-2.20327e-16,-2.49066e-16)	 	(-2.20327e-16,2.49066e-16)
(1.91516e-17,-2.83482e-17)	 	(1.91516e-17,2.83482e-17)
(8.14253e-17,-1.14953e-16)	 	(8.14253e-17,1.14953e-16)
(1.34337e-16,1.05374e-16)	 	(1.34337e-16,-1.05374e-16)
(-0.0538185,0.0940902)	 	(-0.0538185,-0.0940902)
(-1.09533e-17,-2.69732e-17)	 	(-1.09533e-17,2.69732e-17)
(0.0957442,0.101681)	 	(0.0957442,-0.101681)
(0.175249,-0.151177)	 	(0.175249,0.151177)
(0.157445,-0.00801873)	 	(0.157445,0.00801873)
(1.30765e-17,-1.89385e-17)	 	(1.30765e-17,1.89385e-17)
(-0.0165385,-0.035559)	 	(-0.0165385,0.035559)
(-0.431668,-0.212586)	 	(-0.431668,0.212586)
(-0.809702,-0.0405004)	 	(-0.809702,0.0405004)
(5.46319e-18,1.75479e-17)	 	(5.46319e-18,-1.75479e-17)
(-9.76461e-16,4.15833e-16)	 	(-9.76461e-16,-4.15833e-16)
(1.09368e-15,-7.42392e-16)	 	(1.09368e-15,7.42392e-16)
(-2.56873e-16,-1.93479e-16)	 	(-2.56873e-16,1.93479e-16)
(1.61684e-17,-2.58953e-17)	 	(1.61684e-17,2.58953e-17)
(-1.88092e-16,3.9376e-17)	 	(-1.88092e-16,-3.9376e-17)
(-2.92254e-16,2.75455e-16)	 	(-2.92254e-16,-2.75455e-16)
(3.31373e-47,-2.40539e-47)	 	(3.31373e-47,2.40539e-47)
(1.55438e-17,1.78399e-17)	 	(1.55438e-17,-1.78399e-17)
(-2.81941e-96,-1.56434e-97)	 	(-2.81941e-96,1.56434e-97)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(1.51781e-17,3.07466e-17)	 	(1.51781e-17,-3.07466e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.18224e-17,2.33465e-17)	 	(-2.18224e-17,-2.33465e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.46961e-17,2.00238e-17)	 	(-1.46961e-17,-2.00238e-17)
(0,-0)	 	(0,0)
